Utilisateur_id;Utilisateur_name;Profile_bio;Tweets;Following;Followers;Likes;Score
clemrenard_;Clément Renard;#DroitsHumains #LutteSociale #DémocratieDirecte #PeuplesAutochtones #Écologie #Climat #AbyaYala;10539;2442;6535;11617;31133
BaudJeana;BAUD JeanÀ;;1177;13;0;34;1224
Loic_Ferrieu;Loïc Ferrieu;Conseiller municipal à #Ramonville • #CollCab à @Bruguieres31150 • Adhérent @HorizonsLeParti • #Aveyron  • Européen convaincu 🇪🇺;7811;1633;2035;81;11560
KTPLeGallois;Quicampoix;Ils me détestent car je suis sigma;11304;168;1146;25815;38433
Prefet38;Préfet de l'Isère 🇨🇵🇪🇺;Compte officiel de la préfecture et des services de l'Etat en Isère.;5252;319;16318;753;22642
harmonie_okg;Yoba;You will be left speechless 🤌🏿;33078;285;325;6516;40204
VMatillon;Véronique Matillon;Maire de @Rambouillet_78. Vice-présidente de @Agglo_RT78 en charge de l'Action sociale et de la Santé. Infirmière coordinatrice.;1075;267;859;43;2244
falfaled;falfaled;“Le bateau s’échoue et on l’encadre..”;28441;3743;1126;26807;60117
LPhilosophique;ð«ð·La Chaine Philosophique;ð«ð·NICOLAS GUGLIOTTA, Essayiste Philosophie, Coach Sportif/Bien-Ãªtre @LibreCollectif des Bdr Ce qui ne tue pas rend plus fort. Nietzsche #SoutienSuspendus;6103;2207;1517;5330;15157
MUSICBIZ_media;MUSICBIZ;"Business, économie, musique. 

#musicbusiness #musicindustry";1676;22;1003;4;2705
NadegeG64;Nadège - Macron DEGAGE !;;10480;633;447;26832;38392
cathy09792112;cathy;"un jour je suis née et depuis ....j improvise .
Pire que le bruit des bottes, le silence des pantoufles.";954;52;17;2330;3353
nertenliceoff;Nicolas Ertenlice ❁ 🏫;Élu au C.A, CVL, CESC au lycée, délégué de classe #SciencesPolitiques #journalisme✍️ #sport & #jeunesse – Président de #MDL.Référent thématique @JCentristeEcolo;1493;99;92;2247;3931
VincentDrezet;Vincent Drezet;Porte-parole d'@Attac_fr, fiscaliste, contributeur @justice_fiscale, co-auteur d'Impôts : idées fausses et vraies injustices (2021). Ex-SG @SolidairesFiP.;1148;359;1534;6182;9223
Panda31808732;Maître Pandaï;« Entre le champagne pour quelques-uns et l'eau potable pour tous, il faut choisir. » — Thomas Sankara;35875;109;24562;24434;84980
dstesjules;Jules 🕸;plus many que tony 🤌;5059;953;199;985;7196
LaVieEnWeb;Manuel Pardo;;3825;381;69;10163;14438
Challenges;Challenges;Toute l'actualité de l'économie, de la finance et de l'entreprise 💰 Chaque jeudi en kiosque 🗞 Facebook - Linkedin - Instagram: @Challenges;116996;610;244686;2106;364398
AutoPlusMag;AutoPlus;"Twitter officiel du magazine Auto Plus, le 1er journal qui se met à la place du conducteur !
Notre chaîne TV : autoplus.fr/tv 🎥";74097;156;47635;1924;123812
mariongaudin;Marion Gaudin;Journaliste @France24, ex-correspondante à Madrid @TF1, @LeParisien, @itélé;417;494;2733;302;3946
WhitecastleD;Whitecastle Dicky;Vivre à Mazargues, mourir à Sormiou;821;42;4;141;1008
belou03;Pasclair 2 . Compte secours de @Pasclair bloqué;"NON à la censure: 3 500 à moins de 1000 abonnés 
Ils veulent nous faire taire.
t.me/Tpasclair";71342;596;1052;58501;131491
DavidVo74820499;David Vogel;Will never comply with all the absurdities thrown at us by abusive governments. No face underwear, no jab, no ausweis of shame,no physical distancing;2628;51;151;2177;5007
Laforet_Lyon4;LaforetLyon4;Une agence #immobilière forte de près de 20 ans d'expérience sur le secteur de la #CroixRousse dans le domaine de #Transaction, #Location, #Gestion. #Lyon;2385;102;80;0;2567
timeoutparis;Time Out Paris;Avec Time Out Paris, retrouvez l’essentiel des arts, de la culture et des sorties parisiennes.;18198;1037;58716;850;78801
tomlaigle;Thomas Laigle;"Ingénieur pédagogique à @EnsaTlse. 
#Innovation, #Pedagogie, #Formation... et depuis peu #Architecture !
Trésorier du prix Écrire la ville.";4920;547;1813;3314;10594
Cardienec;Cardien Diemil;Actualités, Sciences, Culture;12860;338;111;8657;21966
Axel_Darut;Axel DARUT;Circular Economy activist @No_PlasticWaste initiative -@minderoo♻️🌍🇪🇺 Co-author plaidoyer-lobbying.fr with @MichelGermond 📣🌿 between 🇳🇱🇧🇪🇨🇵;4097;4998;1823;10679;21597
B2Bolo;Barthelemy Bolo;Compte personnel. Conseiller presse et communication de la Maire de Paris @Anne_Hidalgo.;12260;3472;4493;10086;30311
EFFICYCLE_fr;EFFICYCLE;#EFFINEWS : retrouvez chaque lundi le meilleur de l’actualité du développement durable ! #MOTIVACTION : découvrez des portraits d'initiatives pleines de sens !;13170;23056;50082;3586;89894
laureldenantes;Laurel Denantes;Inscription récente afin d'avoir des informations diversifiées sur la situation actuelle.;4997;475;42;1958;7472
LaPiraterieBack;Théorème relation entre continuité-dérivabilité 📉;;1631;167;10;10583;12391
ThomasChappuis;Thomas Chappuis;;744;1017;540;5295;7596
fabio35590;Fabio ð¨ðµ;Empathy & Justice âï¸, Against Conspirators & Profiteers ðµ, Science without Consciousness is but the Ruin of the Soul (Rabelais) ð;24898;1194;1143;35082;62317
LaSamaritaine12;Séraphina;"Bienheureux celui qui a appris à Rire de lui-même : il n'a pas fini de s'Am-user !

Psaume 22 : Le Seigneur est mon Berger,

La Vérité est mon Épée";10027;131;109;12850;23117
benjvanpet;Benjamin van Peteghem;Pour une société plus juste et plus humaine;903;407;79;1424;2813
bernard_volk;bernard.volk;"Alpipro B2B  stations ski -
Digital Montagne B2B solutions digitales marketing touristique 
#DIGI2018 #innovation #digital #montagne #digitalmountainawards";2229;338;493;440;3500
Bdelor1054;Bernard Delor;Biologiste créateur de la biosophie (Fusion de la biologie avec la philosophie);13415;123;217;182;13937
StanMendy;Stanislas Mendy;Écolo / Scénariste / Footeux (@AS_Monaco mon amour) / Passionné par l'humain, l'histoire et la vie / Ni Bolchevisme, Ni Consumérisme / #Friconoclaste;85772;4997;2990;71860;165619
stephrider;Stephrider;Amusé désabusé, motardo-geeko-sportif, prêt à rire de tout et à pleurer du pire....;2729;234;33;597;3593
Elysee__2022;Politique;Actualité politique en France;242925;117;5652;34;248728
neilmakaroff;Neil Makaroff;"Directeur de Strategic Perspectives @StrategicEU
Militant pour une Europe du climat ☀️ 

Membre du Board de @transenv. Views are my own.";3337;1436;2891;5313;12977
sretailleau;Sylvie Retailleau;đź‡«đź‡· Ministre de l'Enseignement supĂ©rieur et de la Recherche | đź§‘đźŹĽâ€ŤđźŽ“ Enseignante-chercheuse en physique & en Ă©lectronique, ancienne prĂ©sidente d'universitĂ©;1022;637;16849;1476;19984
AndreMARTIN126;André MARTIN;"Vice-président Conseil Régional #PaysdelaLoire en charge de #jeunesse #emploi #formations #apprentissage #lycées #orientation #insertion 
Maire de #Oreed'Anjou";2973;1432;2626;4808;11839
Gaston85105542;Bulot Gaston;"Non à l'endoctrinement médiatique sur le réchauffement climatique anthropique .
Non à l'éolien qui défigure la France et fait exploser notre facture EDF
#climat";20119;231;169;15105;35624
MonLhuillier;Monique L'Huillier;;9169;296;42;1052;10559
Pauline_ANEPF;Pauline Lavenant;ðªðº Vice PrÃ©sidente en charge des Affaires EuropÃ©ennes @Pharma_ANEPF | ð¨ðµ Ãtudiante en 5Ã¨me annÃ©e de pharmacie Ã  Toulouse;1307;1339;967;6164;9777
grandin_laurent;Grandin Laurent;Engagé dans l'action collective depuis plus de 30 ans au sein de la filière #fruits et #légumes. Actuellement président d'Interfel;3427;444;901;6123;10895
LaRepDpyrenees;La Rép des Pyrénées;🗞 1er quotidien d'info locale en Béarn et Soule, compte 100 % humain ! Animé par @robaly @JC2Pau @Ambre_trn;63745;507;19334;542;84128
RenouveauBxM;Renouveau Bordeaux Métropole;Le groupe d'élus progressistes à @BxMetro.;507;100;279;478;1364
VirginieDrapier;Drapier Virginie;Présidente bénévole @Cedisformation #sobriété #logement #emploi #formation #santé #handicap #Lille4;3144;489;396;3031;7060
Martine7lnwb;Martine ASSAR LEINENWEBER;En charge de l'Observatoire des métiers et des questions liées à l'industrie du futur au sein de la  la Direction générale de l'INSTITUT MINES TELECOM;7658;692;311;3575;12236
cegepduvieuxmtl;Cégep Vieux Montréal;Le cégep du Vieux Montréal (CVM) est un établissement d'enseignement collégial offrant 52 programmes, profils et options. #cvm #cegepduvieuxmtl;359;222;2306;25;2912
arefsalem;Aref Salem;Chef de l'Opposition officielle à l'Hôtel de ville de Montréal et conseiller de la Ville dans @ArrSaintLaurent pour @EnsembleMtl. @MTL_Ville #polmtl;2877;1681;2532;1495;8585
bbel34;Boris Bellanger;Greffier principal. Adjoint au maire de Montpellier, délégué au patrimoine historique et au quartier Centre. Socialiste. Montpelliérain d'origine bretonne !;977;977;929;2699;5582
titrespresse;Titrespresse.com;Les derniers titres de la presse en France, Suisse, Canada et Luxembourg, venant des principales sources d'informations.;1809845;649;3518;30;1814042
domi_1703;Thierry Grugnon - Égérie FHF 2023;"Executive Director des acteurs du territoire🙏

Mascotte officielle de la French Care🦃🇨🇵

Ex-Ministre de la Santé et du Funk

Territoire du Meurmieunois";5560;22;2014;5199;12795
franckstassi;Franck Stassi;Journaliste #BTP (matériaux, construction, aménagement, bois...) et Biens de #consommation @usinenouvelle. Blogueur @businessmarches. Compte personnel.;12838;455;1056;16597;30946
matheomanon;Stef;;1903;43;20;9152;11118
lagrossefouine1;lagrossefouine;Nier les violences policières, nier la pénibilité du travail, nier les conflits d’intérêt, un gouvernement de niais!;68154;26;641;72326;141147
LiegeChene;Chêne-liège;maladive;124312;139;388;176856;301695
FabriceLo;Fabrice;Ecologie. Détermination. Droits humains. L’avenir est à réinventer / Ecology. Determination. Human rights. We need to reinvent our future.;3387;176;114;9360;13037
4aout;Agence 4août;4août est une agence de communication citoyenne. Agence labellisée en 2022 #RSE Agences actives ⭑⭑. #conseil #digital #création;1744;1064;903;956;4667
MohamadParis20;Mohamad L Gassama🇲🇫🇪🇺;"Delegué de #Renaissance pour la 15e circonscription #Paris #Paris20
élu à la mairie du 20 (2008 - 2020)
BF RE Paris en charge de la Politique de la ville";8561;3878;4013;24406;40858
Cevennes75;Larco;;1895;131;18;164;2208
le_Parisien;Le Parisien;L’actualité qui vous concerne📱🗞️;541639;840;3261347;718;3804544
Herve_Bailly_Fr;Herve Bailly Safran;"Purchaser at Safran
#Safran #Aeronautique #Casting #Fonderie #Forging #Forge #Machining #Additive #Inovation #Environnement #Rafale #Dassault #Boeing #Airbus";1690;1306;154;223;3373
enisseo;Enisséo;Auteur, musicien et revendeur en herbe. Instapoet, instant regret. Lanceur d'Arlette. Chief Happiness Officer for France (the country, not the meal).;31780;318;323;5321;37742
Axlndsoft;Andone;No deal in absolute;1900;597;17;1875;4389
boenbot;Toute l'info en France;Les dernières infos et actualités en temps réel;45387;33;114;11;45545
SamiraDIRAT;DIRAT Samira;;1189;532;112;3564;5397
stephaneledez;Stéphane Ledez;Directeur Territorial @enedis @departement59 - Pdt SLE #Flandre Membre du COS @CEHDF - Pdt @FNCS_HDF - @SFENorg - #TransitionEcologique #Universalisme #Music;5500;1552;1661;10461;19174
Julietteetienn5;Juliette etienne;"Socialiste jusqu'en 2017, Macron 2022 Allergique aux extrêmes
Pas de DM";60573;2533;2596;196376;262078
reseau_internat;Réseau International;Site de réflexion et de réinformation;51742;2686;28646;138;83212
RN_BFC;Groupe RN BFC;Actualité des 18 élus du groupe @RN_BFC, présidé par @JulienOdoul au Conseil régional de Bourgogne Franche-Comté.;5358;416;1880;3819;11473
GerardDupin;Gerard Dupin;International Consultant Telecom & Environment;124696;4998;3064;87788;220546
Reporterre;Reporterre | Le média de l'écologie;"Média indépendant, en accès libre, sans publicité, à but non lucratif, dédié à l'urgence écologique. 
Financé exclusivement par les dons de ses lecteurs.";25477;334;140182;680;166673
guigui30000;Karman-line;J'aime la science, l'astronomie et fabriquer des trucs;3500;51;54;2277;5882
QuimperleVille;Ville de Quimperlé, Kêr Kemperle;L'actualité de la ville de #Quimperlé.;1120;179;279;158;1736
IsegoriaNantes;Isegoria Audencia;Tribune Etudiante d'@Audencia : Débats et Conférences avec des Personnalités. Entrée libre & gratuite;1993;381;879;569;3822
christianVASSE;christianVASSE;;3131;79;57;50;3317
mauricedelorme3;Maurice Delorme;đ«đ·đ«đ·70 ANS đ«đ·2 bonnes raisons de suivre ce compte 1/ tout sauf #Macron 2/ tout sauf #Macron  đ«đ· đ«đ·#jambonbeurre;33445;3324;3171;2200;42140
_Bens_M;pǝɯɯɐɥoɯ;La fatalité existe que pour ceux qui l’acceptent;92281;1844;3323;17235;114683
TWLorz;Desperated french;Point de vu franc et sans filtre avec une touche d’humour et de second degré, ici vous trouverez de quoi oublier les horreurs qui défilent sur le fil d’actu;3275;4734;5610;399;14018
GouletNathalie;Nathalie Goulet;Conseillère de la Ville, district d’#Ahuntsic, arrondissement Ahuntsic-Cartierville;3488;2352;1569;3605;11014
Robin_Salecroix;Robin Salecroix;ð¦ Vice-PrÃ©sident de @NantesMetropole en charge de l'eau et de l'assainissement / Ãlu @villeNantes - SecrÃ©taire DÃ©partemental du @PCF et membre du C.N -;2534;1093;1412;4760;9799
HeleneCruyp;Helene Cruypenninck;Adjointe à l'Environnement et à la Nature en Ville @Angers #LaREM #Horizons #5ansdeplus Changement climatique, déchets, vélo, voyages, stargazing...;731;332;831;1656;3550
cashinvestigati;CASH INVESTIGATION;Enquêtes sur le monde merveilleux des affaires. Incarnées par @EliseLucet, diffusées sur France 2. Une production @PLTVfilms. 📺➡️ #CashInvestigation;2921;154;182850;621;186546
seb92800;seb92800;"Responsable de pôle technique. 
Coureur à pied et triathlète amateur. Ancien arbitre  national de handball.";1581;218;33;2108;3940
oxfamfrance;Oxfam France;Oxfam est une ONG internationale qui mobilise le pouvoir citoyen contre la pauvreté #Climat #Inégalités #Solidarité #Humanitaire #LAffaireDuSiecle #LAffaireBNP;17703;1346;151689;6996;177734
ConseilPauvrete;CNLE;Conseil national des politiques de lutte contre la pauvreté et l'exclusion sociale. Le CNLE est composé de 65 membres dont 32 personnes concernées.;269;443;1287;231;2230
enilordnA;✨Androline;Caroline, 30 / Mad dreamer 🇫🇷Louis’s mom💖 030820 . waiting for Ben Barnes to marry me.👀;45340;276;862;35032;81510
clauderenard777;claude;"Massaliote
Super-Héros du #Motchus doté d'une vision à rayons-X pour la lecture des grilles.
Mes tweets n'engagent que la responsabilité du gouvernement.";30218;913;340;36249;67720
villedegrigny91;Ville de Grigny (91);Compte officiel de la Ville de #Grigny (30 000 habitants) ! Ville la plus jeune de l'Essonne, membre du réseau mondial des maires pour la paix.;3485;525;1119;871;6000
Mad_Margaux;Mad_Margaux;;1047;753;266;4905;6971
Grain2Vie;Marjan Henricowicz;Décroissance / Génération écologie / né à 333,8 PPM / Vive le temps libéré du productivisme et de la croissance ! @GEcologie #degrowth #planetboundaries;4058;945;553;2750;8306
Contexte;Contexte;L'info politique dont les professionnels ont besoin đź‘‰ contexte.com;53637;1303;33471;216;88627
glassofschotch;.;;2131;403;41;19905;22480
the30man;Charles Diers;Adjoint aux sports @Angers / Alumni @ESSCA_Ecole / Co-fondateur @LaDalleAngevOFF / Ex-footballeur @LFPfr;10104;1251;5988;12804;30147
AurelieCoudouel;Aurélie Coudouel;#CM attachiante & à l'affût. Respire/Mange/Aime #Veille #SocialMedia #SocialTV #eReputation #eMarketing. Twitteuse compulsive droguée aux #TVShows.#SeriesAddict;354239;514;11069;28851;394673
zersinan1;zer sinan;militant communiste révolutionnaire internationaliste ! Le communisme, et l’avenir du monde!😣🧐😠😡🤬🤯😳;228021;1846;582;14256;244705
Theo_Parigo;Théo Farmer ;Pronouns : pota/toe (@Lamaresseux_ a 13 ans oskour) | vague connaissance de @111inho44;35400;401;2794;36571;75166
philippe_ratto;philippe ratto;Directeur d’offres RATP Dev lot bus et trolleybus #mobilite #transportspublics #lyon;113;234;61;717;1125
Conservateur20;Souverainiste 2.0;Comment passer les pointes d'hiver avec seulement 50% de nucléaire ? Les EnRi produisent peu l'hiver. On revient au charbon/gaz comme l'Allemagne?;11686;2654;1242;455;16037
rigaud_laurent;Laurent Rigaud;Président de la CMA Hauts-de-France | Vice-président de la Région Hauts-de-France. Mais avant tout, homme de terrain;1433;3051;2029;4494;11007
JMaStarforever;JMaStar;;2159;659;48;6524;9390
francoispinche1;François Pinchemel;technocrate du développement durable (de lapin(çalinge));14720;369;185;9191;24465
FLallemant;florence lallemant;"Anesthésiste reanimateur urgences #ChruLille
#SfarGreen
#développementdurable";473;441;157;705;1776
Prefet976;Préfet de Mayotte;Compte officiel de la préfecture et des services de l’État dans le département de Mayotte.;4412;302;11938;542;17194
Pierre_Labbe_;Pierre Labbé;Moteur de première main, 47 km, bone etat, pas de frais a prévoir, contrôle technique ok, boite de vitesse neuve;2969;17;13;76;3075
AOC1978;Amélie Oudéa-Castéra;Ministre des Sports et des Jeux Olympiques et Paralympiques;4060;637;39112;2018;45827
TheDarkPixel;OlivierðDassonville;Digital Jedi, #socialmedia manager, digital #mediastrategist, #gamer, pilot #fpv Social Jedi for @web2day & @lesMachinesNtes.;173653;4064;5560;7687;190964
melahalk;melahalk;"Analyste  Politique  Economique Financier   Social
Activiste  1 grand Canada pour tous et tous pour 1 grand Canada.
Activiste  1 transition climatique réaliste.";2285;125;12;32;2454
REQMontreal;REQMontreal;Le REQ est un réseau d’acteurs ancrés dans le territoire montréalais à l'origine de projets de développement durable, d’implication citoyenne et d’ERE.;1645;1123;524;83;3375
midy_paul;Paul Midy;đ«đ· DĂ©putĂ© de Paris-Saclay (Essonne) âą Membre du @CNNum âą Entrepreneur âą Co-fondateur de @paris_digitale âą #Numerique #FrenchTech #MidyĂ14h;3377;2806;7043;7925;21151
littlebigfred;LittleBigFred;;103119;178;1602;31199;136098
templie40351919;templier;;474;37;3;114;628
jbgagnoux;Jean-Baptiste Gagnoux;Maire @LesRepublicains de Dole , Vice président du Conseil Départemental du Jura;587;1060;484;520;2651
AudreyPulvar;Audrey PULVAR;Écoféministe à vélo/en métro. Universaliste woke. Adjointe à la Maire de @Paris. Conseillère Régionale d’Ile-de-France.🇫🇷;62522;5676;122245;46602;237045
ChristopheHuy;Christophe Collignon;Ministre wallon du Logement, des Pouvoirs locaux et de la Ville. Bourgmestre en titre de Huy. Et grand supporter du Standard de Liège...;2524;956;2509;1349;7338
PhdConseils;PhD Conseils;Courtier Assurances de Personnes Epargne financière SOFRACO. Coach financier FILIB. Formateur professionnel.;186;1;0;0;187
infernale95;utah2828 - #Macron2022;LE COEUR A SES RAISONS QUE LA RAISON NE CONNAIT PAS;234687;2028;1056;11383;249154
duodecimal_;DUO DECIMAL;Expertise-comptable;1134;98;46;8;1286
Chricie29;Chris M;Assignée à résistance  - citoyenne engagée pour la défense des libertés;350;2;4;991;1347
lily_ANESTAPS;Lily Rogier;Vice présidente en charge des Affaires Académiques à l’@anestaps 💙 Stapsienne à temps pleins 🏊🏼‍♀️;457;289;235;1018;1999
RevPermanente;Révolution Permanente;L'info du bon côté de la barricade depuis 2015. Nous avons besoin de votre aide, faites un don : revolutionpermanente.fr/fair…;45670;943;74868;4587;126068
CabinetExium;CABINET EXIUM BEAUMONT;Cabinet d'Expertise Comptable;135;26;3;0;164
alpazur_audit;Cabinet Alp'Azur Audit;;231;1;1;0;233
Mme_Hall;Mariannig Hall;"DG Espace Mendès France (Culture Scientifique)
précédemment DG Crous, DGA Social CD79, Directrice Territoires Région";15878;564;817;17172;34431
ro2consult;RODES;;52;44;7;15;118
NadineLevratto;Nadine Levratto;"Ăconomiste, directrice de recherche au CNRS 
đ L'Ă©tonnante disparitĂ© des territoire industriels (Pr. Ecole des Mines); Les Ă©cosystĂšmes entrepreneuriaux (ISTE)";1863;884;2983;2814;8544
AudaceGaming;Audace Gaming;Volet Gaming d’Audace Studio. Projet en cours de développement sur Twitch/YT/TikTok. Contact : audacestudio.business@gmail.com;94;246;18;144;502
ArchiMalakoff;Architecte Malakoff;Promeneur observant la ville et architecte dessinant projets.Ici, je tweet #Malakoff  ✌️🙂✌️;417;141;217;2414;3189
RICHARDpatrick_;RICHARD patrick✏️;"ProfDeTechnologieMartonne patrickrichard.eu 
Président xn--tc-bja.fr  
DôN Afrique raiffet.org
#BigDataÉdu #FibreÉducationEurope 100%Fibre @LavalAgglo";26650;4992;2094;8039;41775
SceauxEnsemble;Sceaux Ensemble;Groupe municipal Ville de #Sceaux (92) élus #LREM, associatifs, n'appartenant pas à la majorité. #AvecVous;395;414;93;446;1348
pierrehman;Pierre;Consultant - communication, rÃ©seaux sociaux, influence et d'autres trucs chouettes ð´ð®ð¹;46343;920;1132;24165;72560
MyTransitParis;MyTransit Paris;Actualités des transports de Paris: #RATP #RER #Transilien #SNCF #Paris;13572;140;125;71;13908
Dunkerwest;LDzodiak;;80438;4158;568;582;85746
ClintGrease;Clint Grease;#RenaissanceEuropéenne 🇪🇺 #MajoritéSilencieuseRépublicaine #communisteUnJour… #nonAuRetourAlternanceStérile #pourUneOppositionConstructive #EtPuisOnVerra;56148;1725;1860;29296;89029
Prefet78;PrÃ©fet des Yvelines ð«ð·;Compte officiel du prÃ©fet et des services de lâÃtat dans les Yvelines (France) yvelines.gouv.fr;21396;1640;24626;4644;52306
bouleber;bertrand boulenger;Journaliste de sport, passé par @ESJLille. Collaborateur pour @LeCycle1 et @lavoixdunord. Cycliste et photographe animalier à mes heures perdues.;3134;185;188;4410;7917
Ephemerenuit;Ephémère;"Dormir pour toujours, bercés par les vagues
@Ephemere@m*st0d0n.t0p";5121;76;71;34693;39961
zario58;E2P;Paris est devenu invivable. Le mouvement #saccageparis est sa seule chance, contre une mairie idéologue et destructrice.;87535;997;1396;120611;210539
Vitopirate;Doc;;43;12;10;38;103
libdemnightmare;Armée Nationaliste Révolutionnaire Bolchévique ☭;Place au peuple et à la révolution nationale prolétarienne. #augoulag les libdems et les azovites. #augoulag les wokes corrupteurs des mouvements 👩 et 🏳️‍🌈.;11567;149;290;7315;19321
cofinaudit;COFIN'AUDIT;"Cabinet d'expertise comptable. Accompagnement des Chefs d’entreprise. Création, investissement, cessions, transmissions...
cofinaudit.com/";356;55;22;14;447
MDelafosse;Michaël Delafosse;"Maire de Montpellier - Président de la Métropole. 
Professeur d’histoire et géographie - met en œuvre la gratuité des transports - cycliste - jeune papa";20943;2159;31409;51002;105513
PaulH_B;Paul-HB.;;5801;40;58;164;6063
LinucheB;Linuche Bertrand;Pas envie d'échanger des insultes donc je bloque;5422;533;90;24630;30675
PharaonChambers;Pharaon Chambers;La révolution des consciences et de l'imaginaire pour fonder un autre monde vivable n'est plus un luxe mais une nécessité pour que survivre l'espèce humaine! 🕔;701;71;11;412;1195
adriendelacroix;Adrien Delacroix;Maire adjoint #SaintDenis urba-aménagement | Conseiller territorial  #PlaineCommune habitat et foncier | Conseiller régional. #Gauche #Écologie #logement #Hlm;3726;2638;2449;3626;12439
AngersOnline;Angers Online;A suivre !;52233;952;3787;245;57217
CorwinAmbre92;Corwin d'Ambre;;14512;1051;478;12069;28110
thinkaboutFR;Simple French Man (SFM) juste me;;1531;108;10;3376;5025
BPartisans;Brainless Partisans ð´ââ ï¸â¢ï¸â£ï¸ðª;"Ne soyez pas victimes de lâignoranceâ¼ï¸
/ Suivez-nous sur Telegram t.me/BrainlessChanel";51232;35023;38159;14869;139283
SkySpace1865;Sky Space;"J'aime: science, nature, ciel, espace
Je défend liberté, égalité, fraternité, démocratie et humanité
#الحمد_لله_على_نعمة_الاسلام
كل الناس أخوة في الإنسانية";20918;2136;146;12233;35433
en_psy;Psy EN ð§ SociÃ©tÃ©;"Comment (se) pe(a)nse la sociÃ©tÃ© ?
#interpsysocial Organisation de l'Ã©cole.
L'#orientation : espace pour rÃ©flÃ©chir Ã  l'organisation de la citÃ©.
#PsyEN";3107;576;280;1044;5007
Iauradee;Laura Dee;;9796;452;93;4531;14872
ffunivers;Orange pressé 💉💉 BioNtech 💉 NIH/Moderna 💉#BA5;"« L'ignorant affirme, le savant doute, le sage réfléchit. », Aristote.

Les vaccins sont sûrs et sauvent des vies. #FaitesVousVacciner";63277;1976;750;9765;75768
DNArchi;DNArchi;DNArchi vise à questionner la conception architecturale numérique en proposant des éléments théoriques et pratiques pour la connaître, la penser et l'assister.;398;256;221;127;1002
nathalieappere;Nathalie Appéré;Maire de #Rennes. Présidente de @metropolerennes.;7955;1882;23855;3083;36775
BabinetCharles;Babinet Charles;"Responsable #Reconquete #circo4904 ;
Candidat #Legislatives2022 ;
Adjoint de la Déléguée Départementale 49 ;
Membre du Conseil National R! #CNReconquête
ن";7800;128;315;2879;11122
LeBreto05734837;Le Breton;;31423;1482;1288;17058;51251
