Content,Date,Jour,Mois,Année,Utilisateur,Thème,Score,Compound,Sentiment,Mentions principales
"Le @partibreton22 était présent à cette première réunion publique avec
 @Myriam_Rolland_ et @joannicmartin pour entendre les propositions d'Horizon concernant la transition énergétique. 
Au plaisirs d'échanger à nouveau ensemble sur d'autres thèmes !",2023-03-02,2,3,2023,Parti Breton Côtes d'Armor,,"{'neg': 0.029, 'neu': 0.811, 'pos': 0.16, 'compound': 0.6476}",0.6476,Positif,['nouveau']
"Si au lieu de combattre l'inflation, la BCE pouvait se concentrer sur le financement de la transition énergétique, notamment en effaçant la dette publique qu'elle détient, et en finançant la nouvelle, hors marché... Merci.",2023-03-02,2,3,2023,Impertinent-Pertinent,,"{'neg': 0.064, 'neu': 0.763, 'pos': 0.173, 'compound': 0.691}",0.691,Positif,[]
"Grâce aux KiloActs gagnés en agissant pour la transition énergétique avec ENGIE, je soutiens le projet de la Fondation de la Mer ! @ENGIEpartFR particuliers.engie.fr/mon_pr… #JagisAvecEngie #MonProgrammePourAgir",2023-03-03,3,3,2023,zafa,,"{'neg': 0.035, 'neu': 0.728, 'pos': 0.237, 'compound': 0.7707}",0.7707,Positif,['projet']
"Grâce aux KiloActs gagnés en agissant pour la transition énergétique avec ENGIE, je soutiens les Restos du Cœur @ENGIEpartFR particuliers.engie.fr/mon_pr… #JagisAvecEngie # MonProgrammePourAgir",2023-03-03,3,3,2023,zafa,,"{'neg': 0.04, 'neu': 0.696, 'pos': 0.264, 'compound': 0.75}",0.75,Positif,[]
Rien d'étonnant. Il est temps que la gauche se réveille et arrête de prendre l'Allemagne comme modèle de transition énergétique.,2023-03-03,3,3,2023,Erwan.G. @gueguenmicrobio@mastodon.social,,"{'neg': 0.173, 'neu': 0.718, 'pos': 0.11, 'compound': -0.171}",-0.171,Negatif,['temps']
Pauvre imbécile ! L'Allemagne à réussit sa transition énergétique : elle fonctionne au charbon ! Comme au XIX ème siècle.,2023-03-03,3,3,2023,Pierre Claude Roze,,"{'neg': 0.16, 'neu': 0.603, 'pos': 0.237, 'compound': 0.5386}",0.5386,Positif,['charbon']
"du Rwanda, il finance nos bourreaux et il arrive comme une fleur pour parler de l’écologie, les mines et la transition énergétique qui soit requiert un coup humain exorbitant. Ce monsieur n’a aucun scrupule !",2023-03-03,3,3,2023,Parker,,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.68}",0.68,Positif,[]
"Ceci reste une belle occasion pour faloriser un certain nombres des déchets que nous considérons à fin vie et contribuer à la transition énergétique pour un équilibre environnemental.
Déchet pour moi est un trésor.....
Sa bonne gestion sauve des vies, la planète et les économies.",2023-03-03,3,3,2023,Ornella Aosa,,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.9048}",0.9048,Positif,"['économie', 'plan']"
"On a importé de l'électricité riche en carbone venant d'Allemagne.
Mais c'était, heureusement, une année d'exception qui n'efface nullement 30 ans de transition énergétique de notre électricité.",2023-03-03,3,3,2023,Ory-Nick ⚡⚛️🎮,,"{'neg': 0.08, 'neu': 0.724, 'pos': 0.196, 'compound': 0.5848}",0.5848,Positif,['électricité']
"La transition énergétique, le système écologique et les mines … ce monsieur n’a aucune dignité, est-ce que Emmanuel Macron irait-il en Russie pour discuter de l’économie ?",2023-03-03,3,3,2023,Parker,,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7906}",0.7906,Positif,"['économie', 'écologique']"
Il a été bon aujourd'hui en appelant à imiter la transition énergétique allemande le jour même où l'Allemagne renonçait à l'interdiction de vente des moteurs thermiques en 2035.,2023-03-03,3,3,2023,Vae Vix,,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.6996}",0.6996,Positif,['allemand']
"Le #greenwashing vu sous le prisme économique : la transition énergétique s'enlise sur son long chemin
ege.fr/infoguerre/les-enjeux…",2023-03-03,3,3,2023,Den,,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.6486}",0.6486,Positif,[]
"Chère Madame,  le modèle de la transition énergétique. 
L #Allemagne a du retard,  mais va y arriver.
En attendant ne polemiquez pas!
@CaronAymericoff",2023-03-03,3,3,2023,Monika,,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.7256}",0.7256,Positif,[]
Transition énergétique par exemple,2023-03-03,3,3,2023,Ibrahima Baldé,,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positif,[]
"Nucléaire: Pannier-Runacher annonce une relocalisation en France: La ministre de la Transition énergétique, Agnès Pannier-Runacher, a annoncé, vendredi, le relocalisation en France par Framatome d'une étape essentielle de la fabrication de cuves… dlvr.it/SkKl7h",2023-03-03,3,3,2023,Metropolitic Nantes 🔁 Robot de retweet,,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.4404}",0.4404,Positif,['ministre']
"Justement dans le cas présent je ne refuse pas qu’ils le fassent. Juste pas seuls

La transition énergétique appelle un minimum de décentralisation. Les énergies centralisées ont leur limite",2023-03-03,3,3,2023,Nicolas Goldberg,,"{'neg': 0.115, 'neu': 0.7, 'pos': 0.185, 'compound': 0.3641}",0.3641,Positif,['énergie']
"il y a un an, Emmanuel Macron a fixé le cap de la transition énergétique de la France : multiplier par 6️⃣ la production d'énergie photovoltaïque pour atteindre 100 GW en 2050.

Pour y arriver, le Parlement veut accélérer le déploiement de panneaux solaires dans les champs.",2023-03-03,3,3,2023,Valentin BERTRAND,,"{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.5962}",0.5962,Positif,"['énergie', 'production', 'solaire', 'accélérer']"
"Oui donc vous soutenez la transition énergétique à l'Allemande, qui est un échec cuisant et documenté
mobile.twitter.com/isgermany…",2023-03-03,3,3,2023,CS,,"{'neg': 0.121, 'neu': 0.647, 'pos': 0.233, 'compound': 0.3818}",0.3818,Positif,[]
Je n’ai jamais eu un membre d EELV capable de me sortir un rapport sérieux sur un mix énergétique correct nuc + ENR qui tient la route autre que basé sur une sobriété énergétique utopique dans un contexte de transition énergétique et relocalisation. Si vous avez je prends,2023-03-03,3,3,2023,Chris can,,"{'neg': 0.028, 'neu': 0.723, 'pos': 0.249, 'compound': 0.9018}",0.9018,Positif,[]
"Ouais mais c’est aussi des entreprises énormément controversées, et ça joue sur le cours .. on l’a bien vu récemment à l’annonce des résultats 

Et il y a l’enjeu de la transition énergétique qui pèse dessus également ..",2023-03-03,3,3,2023,CRESUS,,"{'neg': 0.046, 'neu': 0.771, 'pos': 0.183, 'compound': 0.6401}",0.6401,Positif,['entreprise']
"La ministre de la Transition énergétique, Agnès Pannier-Runacher, annonce la relocalisation en 🇫🇷 par Framatome d'une étape essentielle de la fabrication de cuves nucléaires, nouvelle marque de soutien à une filière que le président Emmanuel Macron veut relancer.",2023-03-03,3,3,2023,Philippe Poigeaud 🇺🇦,,"{'neg': 0.029, 'neu': 0.861, 'pos': 0.11, 'compound': 0.5707}",0.5707,Positif,"['ministre', 'nucléaire']"
"intéressant à écouter Aurore Stephan
la transition énergétique coté mines et métaux
sur YT
trés pertinent !",2023-03-03,3,3,2023,hamster,,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.8268}",0.8268,Positif,[]
"C'sst surtout à l'aide d'un bon outillage que l'Allemagne construit sa transition énergétique avec brio !

liberation.fr/checknews/ques…",2023-03-04,4,3,2023,Abota,,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.7644}",0.7644,Positif,[]
"Sinon une filière qui émet très peu de CO2, qui permet de fournir une quantité considérable d’électricité depuis des décennies ne mérite pas qu’on la range dans la case des fiascos. 
On en aura besoin pour toute transition énergétique car houille et charbon … on est pauvres",2023-03-04,4,3,2023,Arthur Macca,,"{'neg': 0.104, 'neu': 0.8, 'pos': 0.096, 'compound': -0.1759}",-0.1759,Negatif,"['besoin', 'électricité', 'charbon']"
APS dz eco - 27ème Journée de l'énergie: s'appuyer sur l'hydrogène vert pour accélérer la transition énergétique tinyurl.com/2qbyaxhy,2023-03-04,4,3,2023,Afropages,,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.7712}",0.7712,Positif,"['énergie', 'vert', 'accélérer']"
"E fuel, carburant de synthèse, bio fuel et autres emmanchures synthétique = cerise confite posée tout en haut du gâteau de la transition énergétique

En 2023, on rassemble seulement les ingrédients du gâteau sans savoir comment faire lever la pâte",2023-03-04,4,3,2023,PSLHDD,,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.636}",0.636,Positif,[]
#Algérie : Saint-Martin-d’Hères. Recherche et transition énergétique : les batteries de 5e génération Dans ce 5e numéro de Recherche ledauphine.com/science-et-te… via Propos recueillis par Anne-Elisabeth BOZON-VERDURAZ,2023-03-04,4,3,2023,dzonline - Algérie - الجزائر - ⴷⵣⴰⵢⴻⵔ,,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4926}",0.4926,Positif,[]
"A chaque fois qu’un pseudo écolo comme @CaronAymericoff s’essaye à un argumentaire à base d’energiewiende, on finit par une transition énergétique contre le RC mais avec du charbon parce que le but c’est de sortir du nucléaire grâce au ENR 🤷‍♂️.",2023-03-04,4,3,2023,Stefen Send Nuclear HCB 🌻🍀🐿🦩,,"{'neg': 0.042, 'neu': 0.839, 'pos': 0.119, 'compound': 0.6467}",0.6467,Positif,"['nucléaire', 'charbon']"
"Bon, ça serait bien un jour que tout le monde s'accorde sur ce sujet.
Je trouve que ça fait perdre du temps pour la transition énergétique. Un peu d'EnR, un peu de nuke, beaucoup de sobriété et bcp de sexe (ça consomme peu d'électricité et ça émet pas bcp de CO2. Et basta quoi !",2023-03-04,4,3,2023,Besoin de Savoir 😂🔬🧀🐐,,"{'neg': 0.079, 'neu': 0.741, 'pos': 0.181, 'compound': 0.6351}",0.6351,Positif,"['électricité', 'temps', 'monde']"
"À deux doigts de découvrir que pour la forme de transition énergétique qu'il appelle de ses vœux (avec des arguments fallacieux), il faut un back-up pilotable. Compte tenu qu'il rejette le nucléaire, la seule solution mature c'est du gaz. Il milite pour ce qu'il dénonce 🥸",2023-03-04,4,3,2023,Infraraid 🇹🇫,,"{'neg': 0.17, 'neu': 0.741, 'pos': 0.089, 'compound': -0.5994}",-0.5994,Negatif,"['nucléaire', 'solution']"
"Connaissez-vous Aurore Stéphant ? 
Une bibliothèque d'études de l'industrie minière qui s'exprime avec simplicité et authenticité. Un bon retour à la réalité.
""Les impacts des plans de transition énergétique annoncés pourraient dép…lnkd.in/gqczJzyj lnkd.in/gdq7wrpz",2023-03-04,4,3,2023,Marie Darmau FREDON IDF,,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.743}",0.743,Positif,['plan']
"Après le MoU tripartite, Us-RDC-Zambie, un autre bilatérale RDC -UE arrive dans les secteurs des ""minerais stratégique ds la transition énergétique"". 
Attendons la signature pour en voir les contours avant d'envisager sa réalisation et les conséquences.",2023-03-04,4,3,2023,C.Géraud Neema,,"{'neg': 0.065, 'neu': 0.865, 'pos': 0.07, 'compound': 0.1984}",0.1984,Positif,[]
"Comment peut-on prétendre participer à la transition énergétique avec le charbon. Quant au gaz, dont notre source est maintenant en provenance des états unis… comment dire…? Ridicule, vous pensez être l’avenir alors que vous faites déjà partie du passé",2023-03-04,4,3,2023,Didyme,,"{'neg': 0.069, 'neu': 0.806, 'pos': 0.124, 'compound': 0.5267}",0.5267,Positif,['charbon']
"Je vous ai déjà parlé de @Tv4Planet n'est-ce pas ? J'annonce la sortie du nouvel épisode de "" Un café décroissant "", notre émission qui traite le sujet de la transition énergétique avec humour.

 @MatthieuBrd déjeune avec @GMeurice et @philippebihouix

Enjoy !",2023-03-04,4,3,2023,Benoît Leteneur,,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.6476}",0.6476,Positif,[]
La part du véhicule électrique dans la transition énergétique - Aurore S... piped.video/shorts/WacSZaQnA… via @YouTube,2023-03-04,4,3,2023,GARINCHA,,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.7105}",0.7105,Positif,['électrique']
"En effet on y va parce qu'on a au moins 10 ans de retard sur la transition énergétique.
piped.video/watch?v=LnaEsByC…",2023-03-04,4,3,2023,Desseaux Joël,,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.5562}",0.5562,Positif,[]
Merci  Damien. Je faisais partie de la table-ronde métaux critiques et transition énergétique cet avant-midi. Je serai honoré et ravi de servir si j'en ai l'opportunité.Plusieurs engagements ont été pris;il y a une réelle volonté de la France de materialiser tous ces engagements.,2023-03-04,4,3,2023,John Nsana Kanyoni,,"{'neg': 0.051, 'neu': 0.704, 'pos': 0.245, 'compound': 0.8316}",0.8316,Positif,[]
Energie | #Arkab :  l' #Algérie entend avancer résolument vers la concrétisation d'une transition énergétique progressive,2023-03-04,4,3,2023,Prince Abdel,,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.7177}",0.7177,Positif,[]
Visite aux journées portes ouvertes du lycée Salvador Allende de #Bethune pour échanger avec les jeunes sur les métiers de la transition énergétique et de l'industrie. Des métiers passion et valorisant pour les filles comme les garçons.,2023-03-04,4,3,2023,Agnès Pannier-Runacher 🇫🇷🇪🇺,,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.8176}",0.8176,Positif,['vert']
"C'était pas prévu 
S'ils avaient commencé leur transition énergétique dans les années 90, il n'y aurait plus besoin de charbon ni de nucléaire",2023-03-04,4,3,2023,Jul His,,"{'neg': 0.071, 'neu': 0.832, 'pos': 0.097, 'compound': 0.2634}",0.2634,Positif,"['nucléaire', 'besoin', 'charbon']"
"Madame, et les dépenses? Elles n’augmentent pas peut-etre? Ca va etre chaud de financer un train de vie social + une transition énergétique + un choc climatique + une defense digne de ce nom + les urgences pandemiques futures +",2023-03-05,5,3,2023,Turlututu,,"{'neg': 0.058, 'neu': 0.804, 'pos': 0.138, 'compound': 0.3736}",0.3736,Positif,"['climat', 'financer']"
"La transition énergétique, c’est 
compliqué …
Yves Montenay
contrepoints.org/2023/03/05/…",2023-03-05,5,3,2023,Eben Yaakov Feld & pas de ce monde,,"{'neg': 0.128, 'neu': 0.64, 'pos': 0.232, 'compound': 0.3182}",0.3182,Positif,[]
"☢️#Nucléaire en Saône et Loire, ""ce choix industriel est incompatible avec l’urgence climatique » ➡️Communiqué de ⁦@PatrickMonin71 secrétaire départemental de 🌻EELV 71, à propos de la visite de la ministre de la « transition énergétique » au Creusot. info-chalon.com/articles/202…",2023-03-05,5,3,2023,EELVBourgogne 🌻,,"{'neg': 0.048, 'neu': 0.883, 'pos': 0.069, 'compound': 0.2942}",0.2942,Positif,"['ministre', 'climat']"
"L’IRSN est un établissement public à caractère industriel et commercial (EPIC) placée sous la tutelle conjointe du ministre de la Transition écologique, du ministre des Armées, et des ministres chargés de la Transition énergétique, de la Recherche et de la Santé.",2023-03-05,5,3,2023,secouss 🇺🇦,,"{'neg': 0.099, 'neu': 0.811, 'pos': 0.09, 'compound': -0.2462}",-0.2462,Negatif,"['ministre', 'écologique', 'public']"
"La sècheresse demande du temps, ils sont en train de commettre l'irréparable pour faire accepter de force leur ""transition énergétique"", qu'ils estiment déjà pour acquise, alors que l'instabilité de la météo surtout à long terme ne devrait pas permettre de pronostique sérieux.",2023-03-05,5,3,2023,chom-enterprise,,"{'neg': 0.066, 'neu': 0.777, 'pos': 0.157, 'compound': 0.6908}",0.6908,Positif,['temps']
"La sècheresse demande du temps, ils sont en train de commettre l'irréparable pour faire accepter de force leur put...de transition énergétique, qu'ils estiment déjà pour acquise, alors que l'instabilité de la météo surtout à long terme ne permet aucun pronostique sérieux.",2023-03-05,5,3,2023,chom-enterprise,,"{'neg': 0.067, 'neu': 0.769, 'pos': 0.164, 'compound': 0.7105}",0.7105,Positif,['temps']
"Les wokes du Québec doivent être content qu on exploite pas le nôtre pour le vendre afin de financer notre transition énergétique.
Y encourage indirectement le financement de la guerre en ukraine par le biais du pétrole",2023-03-05,5,3,2023,café douteux,,"{'neg': 0.155, 'neu': 0.74, 'pos': 0.105, 'compound': -0.4939}",-0.4939,Negatif,"['pétrole', 'financer']"
"#Les_réflexions_des_Initiés
Comment la transition énergétique va bouleverser le marché des métaux. Au cours des prochaines années, le #Cuivre, l'#Aluminium, le #Nickel et le #Palladium devraient connaître une croissance soutenue.
Via @BFMbourse
bit.ly/3Jg1Iu8",2023-03-05,5,3,2023,Boursovision.com,,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.6808}",0.6808,Positif,[]
"On dirait un #EELV à qui on vient d'expliquer que la transition énergétique nécessite des énergies de backup 
🤡🤡🤡
(allez je masque ...)",2023-03-05,5,3,2023,JoeChip,,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.7784}",0.7784,Positif,['énergie']
"[#icicarecrute] Vous êtes à la recherche d'un job près de chez vous ? Vous avez envie d'agir en faveur de la transition énergétique, industrielle et numérique ?

👍 Il y a forcément un métier chez nous qui vous correspond !

#AnimonsLeMonde #cdi #alternance #recrutement",2023-03-05,5,3,2023,Bouygues Energies & Services,,"{'neg': 0.02, 'neu': 0.865, 'pos': 0.115, 'compound': 0.7539}",0.7539,Positif,[]
"C’etait assez simple quand même:
- sous investissement minier avec une demande qui flambe sur fond de transition energetique
- sous investissement oil avec des politiques debiles de transition
- helicopter monnaie
- demondialisation",2023-03-05,5,3,2023,jenifer hart,,"{'neg': 0.13, 'neu': 0.702, 'pos': 0.168, 'compound': -0.1298}",-0.1298,Negatif,"['politique', 'mondial']"
_xDE05__xD83D_🤭🤭🤭la transition énergétique c’est pas gagner…,2023-03-05,5,3,2023,Joe LeTaxi,,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.6249}",0.6249,Positif,[]
_xDD0B__xD83D_🌱 #Marseille : Comment permettre aux #entreprises de s’adapter aux enjeux de la transition énergétique ? Éléments de réponse dans notre article bit.ly/3XSAgXm @chauvinjl @CCI_AMP @alecmarseille,2023-03-05,5,3,2023,ECOMNEWS,,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4926}",0.4926,Positif,['entreprise']
"Je respecte JMJ parce qu'il a su faire comprendre les enjeux de la transition énergétique : pas facile de se passer d'une énergie abondante, pratique et pas chère. Mais il atteint ses limites je pense sur les questions lien PIB/pétrole. Élargissons la focale pour parler énergie.",2023-03-05,5,3,2023,Th.G-L ⚡ en transition ⚡,,"{'neg': 0.116, 'neu': 0.732, 'pos': 0.152, 'compound': 0.3187}",0.3187,Positif,"['énergie', 'pétrole']"
"Super fière de partager avec vous mon 1er reportage dans le domaine de l’énergie 

Le Texas en pointe dans la transition énergétique, et ⁦@ENGIEgroup⁩ en bénéficie ! 

lefigaro.fr/conjoncture/le-t…
par @Le_Figaro",2023-03-05,5,3,2023,Elsa Bembaron 🚲🏉,,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.8622}",0.8622,Positif,['énergie']
Les autres industries ne sont pas en train de nous expliquer qu'elles sont les héroïnes de la transition énergétique et qu'il est donc exclu par principe qu'elles réduisent leur consommation énergétique.,2023-03-05,5,3,2023,Pierre Beyssac 🇫🇷🇪🇺🇺🇦,,"{'neg': 0.059, 'neu': 0.732, 'pos': 0.21, 'compound': 0.7351}",0.7351,Positif,['consommation']
"En 1990 oui. 
Depuis, c'est la meilleur transition énergétique qui soit.",2023-03-05,5,3,2023,Tissot Sacha,,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.8122}",0.8122,Positif,[]
1. Il s'agit aussi d'investissement public (la transition énergétique). 2. L'image mérite d'être analysée : on met côte à côte 2 éoliennes qui semblent toutes propres et une centrale nucléaire qui rejette (l'écolo moyen prend ça pour de la pollution) de la vapeur d'eau.,2023-03-05,5,3,2023,Signe,,"{'neg': 0.055, 'neu': 0.776, 'pos': 0.169, 'compound': 0.6808}",0.6808,Positif,"['nucléaire', 'éolien', 'public']"
"Transition énergétique : le défi d’une #électrification de la France d’ici à 2050

ENQUÊTE L’exigence d’une diminution drastique de la consommation d’énergies fossiles sur le territoire nécessite la mise en place d’un plan énergéti…lnkd.in/eJQXpauf lnkd.in/ebv_QhJW",2023-03-05,5,3,2023,Alexia G.,,"{'neg': 0.051, 'neu': 0.808, 'pos': 0.141, 'compound': 0.4389}",0.4389,Positif,"['énergie', 'fossile', 'consommation', 'plan']"
La transition énergétique - Macron VS Stephant piped.video/watch?v=JCRdvWn3… via @YouTube,2023-03-05,5,3,2023,Captain Lamar φ 🐢,,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4926}",0.4926,Positif,[]
"C’est ça qui est aberrant en France. On demande aux EnR et technologies de transition énergétique de laver plus blanc que blanc. Alors que les autres industries comme elles sont pas propre dans l’esprit, on leur en demande beaucoup moins.",2023-03-06,6,3,2023,Matscaf,,"{'neg': 0.052, 'neu': 0.88, 'pos': 0.067, 'compound': 0.1635}",0.1635,Positif,[]
"JNI 2023 - Colloque TRANSITION ÉNERGÉTIQUE & ÉCOLOGIQUE
Le 4 mars 2023 par @IESFfrance

Réécouter @BernardAccoyer (@pnc_france) à 17'20"" (durée : 7 mn)
piped.video/gfjscJ2MMiU",2023-03-06,6,3,2023,Patrimoine Nucléaire & Climat,,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.7264}",0.7264,Positif,['france']
